account_id,account_name,account_handle,account_verified,page_created_date,account_subscriber_count,account_language_code,account_language,admin_location_code,admin_location,last_onboarding,first_recorded_monetization,last_recorded_monetization,facebook_instant_articles_session_count,facebook_in_stream_ads_session_count,facebook_ads_on_reels_session_count,facebook_content_monetization_session_count
291732044618360,Ocurrencias de un Católico,ocurrenciasdeuncatolico,false,2017-05-08,78600,spa,Spanish,GT,Guatemala,2025-09-02,2024-06-24,2026-01-10,0,1,3,1
905512529528992,Lecciones musicales,LeccionesMusicalesGT,false,2015-08-10,768809,spa,Spanish,GT,Guatemala,2025-07-15,2024-06-23,2025-08-26,0,0,2,0
107397715037270,Orbita Gt,OrbitaCoatepequePublicidad,false,2021-09-24,255057,eng,English,GT,Guatemala,2025-09-02,2024-06-21,2026-01-10,0,1,2,1
102778718589587,Compra YA,compraya1717,false,2021-04-03,97928,und,Not specified,GT,Guatemala,2024-06-21,2024-06-21,2025-08-26,0,0,1,0
552837101776772,Fútbol total Guatemala,,false,2018-06-11,32508,spa,Spanish,GT,Guatemala,2025-09-02,2024-06-21,2025-10-20,0,2,3,1
2079767702287668,Impacto Noticias Guatemala,CentrodeNoticiasIN,false,2018-08-19,104955,spa,Spanish,GT,Guatemala,2025-09-02,2024-06-16,2025-12-14,0,3,2,1
103555398064372,Universal chipomal TV,,false,2020-06-08,39605,spa,Spanish,GT,Guatemala,2025-11-04,2024-06-16,2026-01-10,0,2,2,2
2056623531329931,Sandy Área Grande,SandyAreaGrande,false,2018-04-11,769281,spa,Spanish,GT,Guatemala,2025-05-16,2024-06-15,2025-08-26,0,0,2,0
155192484496379,Mi Jalpatagua.com,mijalpatagua,false,2010-08-30,55662,spa,Spanish,GT,Guatemala,2025-11-08,2024-06-14,2026-01-10,0,2,3,2
112496837084512,Maya Drone,MayaDroneGT,false,2020-04-11,57428,spa,Spanish,GT,Guatemala,2025-11-08,2024-06-13,2026-01-10,0,2,3,2
2426870290858438,Deportivo Mixco Oficial,DeportivoMixcoOficial,false,2019-06-04,76036,spa,Spanish,GT,Guatemala,2025-09-02,2024-06-12,2026-01-10,0,1,2,1
105349867467887,Lau Lopez,LauLopez2020,false,2019-07-26,48558,spa,Spanish,GT,Guatemala,2025-09-02,2024-06-11,2026-01-10,0,1,2,1
292692261200473,Noticias Sucesos y Mas,noticiassucesosymas,false,2017-07-30,112235,spa,Spanish,GT,Guatemala,2025-12-11,2024-06-10,2025-12-19,0,1,4,2
1394888304117007,Manualidades Gladys Colo/ Guatemala,gladysguatemala,false,2014-03-16,83811,spa,Spanish,GT,Guatemala,2024-06-09,2024-06-09,2025-08-26,0,0,1,0
394899717242442,Futbol Total,juegodepelotagt,false,2012-08-21,54173,spa,Spanish,GT,Guatemala,2025-11-11,2024-06-09,2026-01-10,0,0,3,2
225050207703211,Anicomic,anicomicfest,false,2014-03-30,73457,spa,Spanish,GT,Guatemala,2025-09-02,2024-06-08,2026-01-10,0,1,4,1
160730527427255,Clima de Guatemala,YoSoyClima,false,2013-04-25,241372,spa,Spanish,GT,Guatemala,2025-09-02,2024-06-06,2026-01-10,0,1,3,1
101895468742900,REU Magazine Noticias,reumagazinek11,false,2021-05-06,38299,eng,English,GT,Guatemala,2025-09-02,2024-06-06,2025-12-14,0,2,2,1
1763152420644856,Impacto Deportivo Gt,ImpactoDeportivoGt,false,2017-07-25,34218,spa,Spanish,GT,Guatemala,2025-09-02,2024-06-06,2026-01-10,0,1,3,1
100981561574197,Produccion Alfa y Omega.,proccion2021,false,2020-04-05,94234,spa,Spanish,GT,Guatemala,2025-09-02,2024-06-05,2026-01-10,0,1,2,1
1728481733900455,Chaquijyá Tv,Chaquijyatv,false,2018-06-20,42694,spa,Spanish,GT,Guatemala,2025-09-02,2024-06-03,2026-01-10,0,1,2,1
462920360566533,MUSICA TVLA,musicatvla,false,2010-08-28,1693399,spa,Spanish,GT,Guatemala,2025-09-02,2024-05-30,2025-12-09,0,6,7,1
1329424260434479,Canal Reyni,canalreyni,false,2017-02-13,85917,spa,Spanish,GT,Guatemala,2025-09-02,2024-05-30,2026-01-10,0,2,2,1
158293257565165,Colegio Centro Cultural de Las Américas,ColegioCentroCulturaldelasAmericas,false,2011-04-07,36487,spa,Spanish,GT,Guatemala,2024-05-29,2024-05-29,2025-08-26,0,0,1,0
154959084520257,Gloria Alvarez,GloriaAlvarez,true,2010-08-31,819531,spa,Spanish,GT,Guatemala,2025-09-02,2024-05-28,2026-01-10,0,1,2,1
108990397105421,Noti Deportes Huehue,NotiDeportesHuehue,false,2019-07-29,89294,spa,Spanish,GT,Guatemala,2024-10-19,2024-05-28,2025-03-03,0,3,0,0
109841854862288,𝓜𝓸𝓶𝓸𝓼𝓽𝓮𝓬𝓸  𝓐𝓳𝓬𝓱𝓾𝓲𝓽𝔃𝓪𝓺',momostecoajchuitzaq,false,2021-11-26,189797,eng,English,GT,Guatemala,2025-09-02,2024-05-27,2025-10-20,0,2,2,1
355217037991288,Mishel  Clothing Store,MishelStoreOnline,false,2009-10-29,22350,spa,Spanish,GT,Guatemala,2025-09-02,2024-05-27,2026-01-10,0,2,2,1
961310787231683,Bomberos Voluntarios GT,bomberos.voluntarios.961,false,2010-06-18,150438,spa,Spanish,GT,Guatemala,2025-09-02,2024-05-25,2026-01-10,0,1,2,1
643132309517240,Reinas Guatemaltecas,ReinasGuatemaltecas,false,2019-07-07,155172,spa,Spanish,GT,Guatemala,2025-01-09,2024-05-24,2025-08-26,0,2,0,0
368346759990954,Minoxidil Guatemala,MinoxidilGuatemala,false,2014-11-13,38385,spa,Spanish,GT,Guatemala,2025-12-26,2024-05-24,2026-01-10,0,1,4,3
480114639458965,Sija Tv en Vivo 502,sijaenvivominiempresa,false,2019-07-03,25206,spa,Spanish,GT,Guatemala,2025-09-02,2024-05-23,2026-01-10,0,1,2,1
100626138764030,Aktiva Radio,,false,2021-03-02,129821,spa,Spanish,GT,Guatemala,2024-05-22,2024-05-22,2025-08-26,0,1,0,0
878571245654091,Lucha Por Los Derechos De Un Pnc,luchaporlosderechosdeunpnc,false,2017-12-17,146937,spa,Spanish,GT,Guatemala,2025-09-02,2024-05-20,2025-10-20,0,1,3,1
157888697558358,CRN Noticias,CRNNoticiasGT,false,2010-09-06,123100,spa,Spanish,GT,Guatemala,2025-09-02,2024-05-20,2026-01-10,0,2,2,1
1542121719376709,Cruz Roja Guatemalteca,CruzRojaGT,true,2015-01-20,148932,spa,Spanish,GT,Guatemala,2025-09-02,2024-05-16,2026-01-10,0,1,4,1
684284585263840,TC Fútbol,telemamtv,false,2018-09-14,41716,spa,Spanish,GT,Guatemala,2025-10-31,2024-05-16,2026-01-10,0,2,2,2
112769743778730,Jayiz TV En VIVO.,JayizLIVE,false,2020-05-22,12680,spa,Spanish,GT,Guatemala,2025-09-02,2024-05-16,2026-01-10,0,1,2,1
106940170684095,You're my person,YoureMyPersonGreysAnatomy,false,2019-08-30,925474,spa,Spanish,GT,Guatemala,2025-09-02,2024-05-15,2026-01-10,0,2,1,1
893951764036847,El Informante Petenero,elinformantepetenero,false,2016-03-18,177121,spa,Spanish,GT,Guatemala,2025-09-02,2024-05-15,2026-01-10,0,2,2,1
166279413721165,Canal 14 Publilima,,false,2015-11-03,153109,spa,Spanish,GT,Guatemala,2025-09-02,2024-05-15,2025-12-14,0,4,2,1
425554160979217,Chivete Pastor,chivete,false,2015-07-12,106683,spa,Spanish,GT,Guatemala,2025-09-02,2024-05-15,2026-01-10,0,1,2,1
356395507887549,La Muebleria Petapa,lamuebleriacentral,false,2015-03-21,94444,spa,Spanish,GT,Guatemala,2024-10-11,2024-05-15,2025-08-26,0,4,0,0
1435277243229341,SanCrisvisión Canaltv,SanCrisVisioN98,false,2017-10-04,80178,spa,Spanish,GT,Guatemala,2025-09-02,2024-05-15,2025-10-20,0,4,3,1
382330399308771,Global TV Paxtoca,GlobalTVPaxtoca,false,2019-07-06,69031,spa,Spanish,GT,Guatemala,2025-09-02,2024-05-15,2026-01-10,0,1,2,1
549909325503244,Chucho GT,chucho.GT.chechin,false,2019-03-20,256271,spa,Spanish,GT,Guatemala,2025-09-02,2024-05-14,2025-10-20,0,4,2,1
100401345665472,Informativo Chiquimula,,false,2021-07-22,69638,eng,English,GT,Guatemala,2025-09-02,2024-05-13,2026-01-10,0,3,2,1
342120196164650,Tierna amistad.,Tiernaamistaparati,false,2016-11-22,408133,spa,Spanish,GT,Guatemala,2025-09-02,2024-05-08,2026-01-10,0,1,3,1
647159402670088,Firulais 502,nanssibarillasys,false,2021-01-31,303062,spa,Spanish,GT,Guatemala,2025-09-02,2024-05-03,2026-01-10,0,2,4,1
109949731431794,Javi Alvizures,javialvizuresgt,false,2021-09-11,105055,eng,English,GT,Guatemala,2024-05-02,2024-05-02,2025-06-21,0,1,0,0
184897768646001,AUTO TRADE GT,autotradegt,false,2016-12-24,62767,spa,Spanish,GT,Guatemala,2025-09-02,2024-05-02,2026-01-10,0,1,2,1
281800795900195,Qawa Sen Athol Shuco,stereoatolshucomasen,false,2018-07-09,121179,spa,Spanish,GT,Guatemala,2025-09-02,2024-05-01,2026-01-10,0,2,4,1
171618742897889,MORALEJAS GUATEMALA,Moralejasgt,false,2011-06-08,198901,spa,Spanish,GT,Guatemala,2025-09-02,2024-04-25,2026-01-10,0,1,2,1
401769773883648,Patulul en vivo,Soypatululenvivo,false,2019-06-12,168761,spa,Spanish,GT,Guatemala,2025-06-11,2024-04-24,2025-08-26,0,4,0,0
104832564265568,Rey Crema,ReyCremaoficial,false,2019-10-11,139317,spa,Spanish,GT,Guatemala,2025-10-29,2024-04-24,2026-01-10,0,3,1,2
310616595646822,"Radio Norte ""La Fuerza Grupera""",radionorte680,false,2012-01-11,188712,spa,Spanish,GT,Guatemala,2025-07-15,2024-04-16,2025-08-26,0,0,2,0
103051291434831,TÍPICOS SULA,TipicosSula,false,2020-05-28,121015,spa,Spanish,GT,Guatemala,2024-04-15,2024-04-15,2025-06-21,0,1,0,0
599380643824799,Radio Estereo  Jardin De Dios TV,,false,2018-12-01,241870,spa,Spanish,GT,Guatemala,2025-09-02,2024-04-14,2026-01-10,0,2,2,1
113081820120932,Canal Fuente De Vida JV,Canal Fuente De Vida JV,false,2019-10-29,107178,spa,Spanish,GT,Guatemala,2025-07-15,2024-04-08,2025-08-31,0,0,3,0
636105999853206,𝗟𝗮𝘀 𝗡𝗲𝗻𝗮𝘀 𝗗𝗲 𝗣𝗮𝗽𝗶,DonateloEnriqz,false,2015-04-17,183416,spa,Spanish,GT,Guatemala,2025-09-02,2024-04-06,2026-01-10,0,1,2,1
108588737349217,Municipalidad de Tiquisate Administración 2024-2028,MUNI.TIQUISATE,false,2020-01-17,48045,spa,Spanish,GT,Guatemala,2025-09-02,2024-04-04,2026-01-10,0,1,2,1
766870330349073,Hechos Escuintla El Noticiero de los Escuintlecos,ElNoticieroDeLosEscuintlecos,false,2019-01-14,334557,spa,Spanish,GT,Guatemala,2025-09-02,2024-04-03,2025-12-14,0,4,2,1
300027333782353,Allisson Valdez Gt,AllissonValdezOficial,false,2017-05-22,251933,spa,Spanish,GT,Guatemala,2025-09-02,2024-04-01,2026-01-10,0,1,2,1
107675444500597,César Soler,cesarsolergt,false,2020-11-20,217517,spa,Spanish,GT,Guatemala,2025-09-02,2024-04-01,2026-01-10,0,2,2,1
504061576595932,Divina Misericordia Esquipulas,Divinamisericordiaesq,false,2017-08-08,125790,spa,Spanish,GT,Guatemala,2025-09-02,2024-03-27,2026-01-10,0,1,2,1
104302201830814,Heaven.,heaven900k,false,2021-05-06,1602933,eng,English,GT,Guatemala,2025-09-02,2024-03-26,2026-01-10,0,3,4,1
192313517461199,Gaby Asturias,gabyasturiasgt,false,2011-01-25,1213836,spa,Spanish,GT,Guatemala,2025-09-02,2024-03-25,2026-01-10,0,1,1,1
1721406251494027,Producciones Digital Buenabaj Full HD,produccionesdigitalbuenabaj,false,2017-07-19,78270,spa,Spanish,GT,Guatemala,2025-11-11,2024-03-24,2026-01-10,0,2,0,1
568604900255913,El Mirador Gualan,elmiradorgualangt,false,2018-11-10,20628,spa,Spanish,GT,Guatemala,2024-03-23,2024-03-23,2025-08-26,0,0,1,0
298109860382931,Alejandro Izquierdo,alejandroizquierdoacelerador,false,2014-11-04,61807,spa,Spanish,GT,Guatemala,2024-03-22,2024-03-22,2025-08-26,0,0,1,0
102869141426880,Soy de Cobán,SoyDeCobanO16,false,2020-05-06,54244,spa,Spanish,GT,Guatemala,2025-09-02,2024-03-21,2025-10-20,0,2,3,1
113356707061630,Ultra Conce 502,ULTRACONCE502CONCEPCIONTUTUAPA,false,2020-05-29,103804,spa,Spanish,GT,Guatemala,2025-09-02,2024-03-20,2026-01-10,0,2,2,1
101346395917132,El Chinito Hernández,cdanielhc17,false,2022-05-09,97236,eng,English,GT,Guatemala,2025-09-02,2024-03-19,2026-01-10,0,1,2,1
101578922113920,Grupo Fusiona2,NickPacayDirector,false,2021-05-08,4918,und,Not specified,GT,Guatemala,2025-07-15,2024-03-17,2025-08-26,0,0,3,0
109710547361509,JD Amor Desamor,JDAmorbonito,false,2020-04-09,41392,spa,Spanish,GT,Guatemala,2025-11-06,2024-03-15,2026-01-10,0,2,2,2
348763866164574,Goku Saiyajin,,false,2021-02-01,350165,spa,Spanish,GT,Guatemala,2025-10-29,2024-03-11,2026-01-10,0,1,3,2
429728661132675,Diego Perez S,Diegoperezblogs,false,2019-03-12,9986,spa,Spanish,GT,Guatemala,2025-10-29,2024-03-10,2026-01-10,0,1,4,2
211826012359078,Stereo Hits 96.7,stereohits967,true,2014-02-21,166253,spa,Spanish,GT,Guatemala,2025-07-15,2024-03-05,2025-08-26,0,8,0,0
319018892093723,Producciones Angel Pocola,produccionesangelpocola,false,2019-04-17,138702,spa,Spanish,GT,Guatemala,2025-09-02,2024-03-05,2026-01-10,0,1,2,1
1414697385471533,Denim Republic Jeans,denimrepublicjeans,false,2014-05-08,118183,spa,Spanish,GT,Guatemala,2025-09-02,2024-03-05,2026-01-10,0,1,2,1
143402879370017,Rodrigo Saravia,rodriss6,true,2016-01-16,72409,spa,Spanish,GT,Guatemala,2025-05-21,2024-03-05,2025-08-26,0,8,0,0
303455713105608,Prensa Comunitaria,Comunitaria.Prensa,false,2012-12-20,479739,spa,Spanish,GT,Guatemala,2025-09-02,2024-03-04,2026-01-10,0,13,2,1
209023519118158,Original Poder Cristiano,OriginalPoderCristiano,false,2011-05-05,56267,spa,Spanish,GT,Guatemala,2025-09-02,2024-02-29,2026-01-10,0,1,2,1
188250931215252,Publinews Guatemala,publinewsguatemala,true,2011-02-22,800924,spa,Spanish,GT,Guatemala,2024-10-30,2024-02-28,2025-08-26,0,2,0,0
687584707946246,Kristen Taekman,kristentaekman,true,2014-04-17,155596,eng,English,GT,Guatemala,2024-05-05,2024-02-26,2025-08-26,0,0,2,0
198762660218576,Hancer Oficial,OFICIALHANCER,true,2011-12-25,122486,spa,Spanish,GT,Guatemala,2025-09-02,2024-02-26,2026-01-10,0,1,2,1
2078604202400036,Mujer Natural,mujernatural.gt,false,2018-05-24,60265,spa,Spanish,GT,Guatemala,2024-02-26,2024-02-26,2025-08-26,0,0,1,0
108140362600467,Megavisión Jutiapa,5megavision,false,2011-03-22,108292,spa,Spanish,GT,Guatemala,2025-09-12,2024-02-24,2026-01-10,0,2,0,1
1844539152435722,Amor En La Distancia,AmorEnLaDistancia19,false,2016-12-28,1182864,spa,Spanish,GT,Guatemala,2025-07-15,2024-02-22,2025-08-26,0,0,3,0
394796994379382,Jesús mi único amigo fiel.,Jesusmiunicoamigofiel7,false,2018-07-23,1371756,spa,Spanish,GT,Guatemala,2025-09-02,2024-02-20,2026-01-10,0,2,2,1
104773107970424,Noticias Nacionales GT,NoticiasNacionalesGT,false,2020-07-02,225617,spa,Spanish,GT,Guatemala,2025-09-02,2024-02-18,2025-10-25,0,3,3,1
1607188516214532,Me-Now,Menowgt,false,2015-06-26,156729,spa,Spanish,GT,Guatemala,2025-09-02,2024-02-12,2026-01-10,0,2,4,1
100206358341774,Rincón de las Teclas  Morenas Marimba,maxdirectorjuarez,false,2020-04-19,153419,spa,Spanish,GT,Guatemala,2025-09-02,2024-02-10,2026-01-10,0,2,3,1
1765959226965594,Memes a lo chapín,memesalochapinGT,false,2016-02-06,132812,spa,Spanish,GT,Guatemala,2025-09-02,2024-02-07,2025-10-20,0,2,4,1
201423900532828,Marimbas Orquestas Bailes Convites Y Más,MarimbasOrquestasGuatemala2,false,2018-07-20,114697,spa,Spanish,GT,Guatemala,2025-07-15,2024-02-07,2025-08-26,0,0,3,0
1403695559895300,Si me vas a callar Que sea a besos,Callarmeabesos.mariloba,false,2014-03-20,114288,spa,Spanish,GT,Guatemala,2025-09-02,2024-02-06,2026-01-10,0,1,4,1
167808400511571,Noticias GT,noticia.44,false,2018-02-22,87786,spa,Spanish,GT,Guatemala,2025-12-29,2024-02-06,2026-01-01,0,2,2,2
253755428079489,Refugio Boreal ツ,RefugioBoreal,false,2012-09-04,76254,spa,Spanish,GT,Guatemala,2026-01-09,2024-02-06,2026-01-10,0,1,3,2
808725115807994,Iglesia Bíblica de Guatemala,IglesiaBiblicaDeGuatemalaIBG,false,2013-12-03,192709,spa,Spanish,GT,Guatemala,2025-09-02,2024-02-05,2026-01-10,0,1,2,1
164837260936389,Liga Nacional de Guatemala,LigaNacionalGTOficial,false,2017-12-16,66212,spa,Spanish,GT,Guatemala,2025-09-02,2024-02-05,2025-11-02,0,1,1,1
286926601738024,Corazon de Mujer,corazondemujer11,false,2017-03-22,540852,spa,Spanish,GT,Guatemala,2025-09-02,2024-02-04,2026-01-10,0,2,2,1
169590806405242,Los Francos De Totonicapán,LosFrancosGt,false,2010-12-03,151643,spa,Spanish,GT,Guatemala,2025-09-02,2024-02-01,2026-01-10,0,1,2,1
106566387435462,Barcelonistas Oficial,chilerovosgt,false,2019-10-20,190052,spa,Spanish,GT,Guatemala,2025-09-02,2024-01-31,2026-01-10,0,2,3,1
200335534050959,Producción Estereo Nebaj TV,esteronebajtv,false,2018-03-06,109859,spa,Spanish,GT,Guatemala,2025-06-11,2024-01-29,2025-06-21,0,2,0,0
111232069240518,IFBB Guatemala,,false,2012-02-20,45119,spa,Spanish,GT,Guatemala,2025-09-02,2024-01-29,2026-01-10,0,1,2,1
113770303706681,Noticiero Impacto GT,NoticiasDeImpactoGT,false,2020-06-14,113566,spa,Spanish,GT,Guatemala,2025-09-02,2024-01-28,2025-12-14,0,3,3,1
125491545514673,Kery la Sirenita,keryvasqz,false,2019-09-30,117088,spa,Spanish,GT,Guatemala,2025-05-16,2024-01-25,2025-08-26,0,0,2,0
421012834627954,Dj Pato Guatemala,djpatoguatemala,false,2012-09-07,228029,spa,Spanish,GT,Guatemala,2025-07-15,2024-01-24,2025-08-26,0,2,0,0
2282442708682363,Leones Publicidad,LeonesPublicidad,false,2019-05-03,99254,spa,Spanish,GT,Guatemala,2025-01-25,2024-01-19,2025-03-03,0,5,0,0
103709200088465,MegaVision,Megavisionguate,false,2016-09-07,82818,spa,Spanish,GT,Guatemala,2025-07-15,2024-01-16,2025-08-26,0,3,0,0
856265617818967,GALA Periodismo A Fondo,NoticiasGalaGt,false,2016-01-04,76066,spa,Spanish,GT,Guatemala,2024-05-24,2024-01-15,2025-05-27,0,2,0,0
273956339294443,LAFY,lafyoficial,false,2011-10-18,72911,spa,Spanish,GT,Guatemala,2025-09-02,2024-01-04,2026-01-10,0,2,2,1
105136449209621,Soy Conejita Gamer,,false,2023-03-29,295322,eng,English,GT,Guatemala,2025-02-06,2024-01-03,2025-08-26,0,2,0,0
300749053714157,Frases.,dofrases27,false,2017-05-16,995630,spa,Spanish,GT,Guatemala,2025-09-02,2023-12-26,2025-10-20,0,2,3,1
372425223479817,Producciones Chichi Gt Internacional,produccioneschichigtinternacionales,false,2019-05-10,117057,spa,Spanish,GT,Guatemala,2025-09-02,2023-12-26,2026-01-10,0,1,4,1
630469453815590,Las Más Lindas,lassmaslindas,false,2017-05-05,51844,spa,Spanish,GT,Guatemala,2025-09-02,2023-12-25,2026-01-10,0,1,2,1
406400850126346,Somos FC Barcelona,SomosVARcelona,false,2019-02-17,40201,spa,Spanish,GT,Guatemala,2025-11-08,2023-12-09,2026-01-10,0,1,3,2
686864674784737,Fredy Jiménez,Fredyescritor.gt,false,2016-04-24,468732,spa,Spanish,GT,Guatemala,2025-09-02,2023-12-08,2026-01-10,0,1,3,1
205828890034849,FDN Ixcán Quiché Guatemala,,false,2018-07-22,62669,spa,Spanish,GT,Guatemala,2025-09-02,2023-12-08,2025-10-20,0,2,4,1
104596932118099,Desde Zacapa para el Mundo,DesdeZacapa,false,2022-01-10,188780,eng,English,GT,Guatemala,2025-09-02,2023-12-07,2026-01-10,0,4,3,1
243127196150649,Noticias de Jutiapa,noticiasdejutiapa,false,2017-03-16,144900,spa,Spanish,GT,Guatemala,2025-09-02,2023-12-07,2025-10-20,0,1,3,1
105354527887641,La Tremenda fm,latremenda949,false,2020-06-12,99447,spa,Spanish,GT,Guatemala,2025-10-29,2023-12-06,2025-12-08,0,2,1,2
103171731909557,Tu Imagen PLUS,tuimagenhd,false,2021-04-16,83682,eng,English,GT,Guatemala,2025-11-01,2023-12-06,2025-11-02,0,3,5,2
942647852612698,COMAL TV,comal0,false,2018-12-27,363472,spa,Spanish,GT,Guatemala,2025-12-23,2023-12-05,2026-01-10,0,2,2,2
